ID,Ano,Sessao,Data_Sessao,Vereador,Resumo,Direcionada_A,Tipo,Status_Acompanhamento,Observacoes
DEN-081,2024,128ª Sessão Ordinária da 18ª Legislatura,2024-02-19,Anderson Marcos Viana,"Vereador Anderson Marcos Viana denunciou o caso de uma moradora idosa (referida na fala como ""Dona Beramina"") cuja casa apresenta rachaduras graves; apesar de duas visitas da Defesa Civil, nenhuma solução foi dada, e a moradora teria recebido de uma autoridade não identificada a resposta desrespeitosa de que bastaria ""achar um marido"" para resolver o problema.",Defesa Civil / Prefeitura Municipal,Recebida pelo vereador,Pendente de Verificação,Nome da moradora não ficou claro na transcrição (soa como 'Beramina'/'Berenice'); autor da fala desrespeitosa não identificado pelo vereador. Recomenda-se confirmar grafia do nome antes de publicar.
DEN-082,2024,128ª Sessão Ordinária da 18ª Legislatura,2024-02-19,Anderson Marcos Viana,"Vereador Anderson Marcos Viana denunciou a construção de uma calçada de concreto de aproximadamente 150 metros de comprimento por 1,20 m de largura e 20 cm de espessura (cerca de R$ 8.585 em material mais R$ 6.000 em mão de obra, segundo notas fiscais em nome da Prefeitura Municipal que ele fotografou) em terreno particular atrás de um estabelecimento comercial, sem utilidade pública aparente. Anunciou que protocolaria requerimento pedindo explicações da administração sobre o uso de recursos públicos na obra.",Prefeitura Municipal / Diretoria de Obras,Feita/cobrada pelo vereador,Pendente de Verificação,Vereador afirma ter fotografado as notas fiscais como prova; aguardar eventual requerimento formal e resposta da administração.
DEN-083,2024,128ª Sessão Ordinária da 18ª Legislatura,2024-02-19,Anderson Marcos Viana,"Vereador Anderson Marcos Viana denunciou que uma pista de caminhada de quase um quilômetro, construída com dinheiro público no sentido do município de Dracena, está tomada pelo mato e por uma cerca viva com espinhos, sem qualquer uso pela população, questionando a utilidade da obra.",Diretoria de Obras,Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-084,2024,129ª Sessão Ordinária da 18ª Legislatura,2024-02-26,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou que a caminhonete da Defesa Civil do município é frequentemente encontrada de madrugada em locais diversos, fora do horário e do local de serviço, e cobrou informações sobre o convênio de transferência de equipamentos celebrado entre o Estado de São Paulo e o município para ações de proteção e defesa civil; afirmou que o ofício enviado sobre o assunto no ano anterior não havia sido respondido e cogitou impetrar mandado de segurança.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,"A Diretoria de Obras é apontada como responsável pela Defesa Civil no relato do vereador (mesmo secretário acumula as duas funções). Ofício de resposta sobre o convênio (nº 51/2024) foi lido na sessão seguinte (131ª, 2024-03-11)."
DEN-085,2024,130ª Sessão Ordinária da 18ª Legislatura,2024-03-04,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou que o ""postão"" (posto de saúde central) e o ESF nº 8, que atende a zona rural, estavam tomados pelo mato, com aparecimento de animais peçonhentos; afirmou ter capturado pessoalmente um escorpião no local durante campanha de combate à dengue conduzida pela própria administração.",Diretoria de Saúde,Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-086,2024,130ª Sessão Ordinária da 18ª Legislatura,2024-03-04,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou que um morador do bairro Jardim Conde, engenheiro eletricista, instalou por conta própria iluminação no playground do bairro, mas a administração retirou a instalação por considerá-la irregular e nunca a substituiu; o local seguia às escuras havia mais de um ano, tomado pelo mato, com playground e pista de caminhada em desuso.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-087,2024,130ª Sessão Ordinária da 18ª Legislatura,2024-03-04,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou ter constatado a construção de 13 pilares de concreto para postes de iluminação embaixo da linha férrea, em trecho que já possuía 8 postes de energia, sem que a Câmara tivesse conhecimento prévio da obra, questionando o uso do dinheiro público nesse serviço em vez de iluminar bairros carentes.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,"Assunto retomado em sessões posteriores (132ª e 134ª) pelo mesmo vereador, questionando o uso repetido de concreto em obras ""debaixo da linha""."
DEN-088,2024,130ª Sessão Ordinária da 18ª Legislatura,2024-03-04,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou que, na Rua do Viveiro, sentido Delta Ville, um fio elétrico caído atingiu um motociclista, arrancando parte da pele do pescoço da vítima; o trecho carece de iluminação e há travessia de animais na pista.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,"O vereador afirmou ter filmado moradores relatando o ocorrido, mas não chegou a publicar o vídeo."
DEN-089,2024,130ª Sessão Ordinária da 18ª Legislatura,2024-03-04,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou vazamento de esgoto por duas semanas no bairro Jardim Alvorada, com água escoando pela rua e crianças brincando no local.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-090,2024,130ª Sessão Ordinária da 18ª Legislatura,2024-03-04,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou caso concreto de uma criança de 9 anos, moradora a aproximadamente 2.200 metros da escola, que não teria direito a transporte escolar segundo o critério informado pela administração, apesar de informações divergentes (900 m, 1.500 m) terem sido dadas pela Secretaria de Educação em diferentes ocasiões sobre a distância mínima exigida.","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",Recebida pelo vereador,Pendente de Verificação,Vereador solicitou a presença do secretário de Educação em sessão para esclarecer os critérios de concessão do transporte escolar.
DEN-091,2024,130ª Sessão Ordinária da 18ª Legislatura,2024-03-04,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou que Centros de Educação Infantil (CEIs) passaram a pedir aos pais itens de higiene pessoal (sabonete, fralda) e alimentos, prática apontada como inédita, na mesma época em que recursos municipais eram usados em obras de concreto ""debaixo da linha"".","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",Feita/cobrada pelo vereador,Pendente de Verificação,"Motivou o Requerimento nº 13/2024, apresentado na sessão seguinte (131ª)."
DEN-092,2024,131ª Sessão Ordinária da 18ª Legislatura,2024-03-11,"Anderson Marcos Viana, Teresinha de Lourdes Freitas Regodanso","Os vereadores relataram que a obra de reforma e ampliação do CCI (Centro de Convivência do Idoso) não estava sendo devidamente fiscalizada: a empresa terceirizada mantinha apenas de um a quatro funcionários por dia, o piso estava sendo instalado antes da cobertura e era de qualidade questionável, e a engenheira responsável teria chegado ao portão da obra e voltado sem entrar para fiscalizar.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,Motivou o Requerimento nº 12/2024 e o pedido de vista que atrasou a votação do projeto de lei complementar nº 08/2024 (crédito adicional para a obra).
DEN-093,2024,131ª Sessão Ordinária da 18ª Legislatura,2024-03-11,"Anderson Marcos Viana, Helio Furini Neto, Teresinha de Lourdes Freitas Regodanso","Vereadores relataram que o cemitério e o velório municipal estavam havia tempos tomados pelo mato, com muro caído em parte do perímetro, situação que motivou comentários jocosos de visitantes de outra cidade presentes a um velório no local.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,"Após a indicação (nº 54/2024) apresentada nesta mesma sessão, a roçagem foi realizada ainda na mesma semana, segundo relato do vereador Elio Furini Neto na sessão seguinte (132ª)."
DEN-094,2024,132ª Sessão Ordinária da 18ª Legislatura,2024-03-18,"Reinaldo Codognato, Teresinha de Lourdes Freitas Regodanso","Em reunião do Conselho de Segurança (CONSEG) do bairro Alto do Cene, um integrante relatou aos vereadores presentes ter presenciado um quase atropelamento de um pedestre em frente à nova farmácia municipal: um veículo passou em alta velocidade para não perder o sinal do semáforo enquanto a pessoa atravessava a rua para acessar a farmácia.","Diretoria Jurídica, Habitação e de Trânsito",Recebida pelo vereador,Pendente de Verificação,"Motivou a indicação nº 56/2024, apresentada na sessão anterior (131ª), solicitando marcação de solo ou lombada em frente à farmácia."
DEN-095,2024,132ª Sessão Ordinária da 18ª Legislatura,2024-03-18,Paulo Sérgio Cordeiro,"O vereador Paulo Sérgio Cordeiro relatou ter ido pessoalmente à Academia de Judô Municipal e constatado que a reforma anunciada consistiu apenas em pintura; segundo ele, o banheiro do local estava em condições tão precárias que teria vergonha de pedir a um pai ou mãe para utilizá-lo. O vereador afirmou ter filmado, mas optou por não divulgar o vídeo enquanto aguardava a reforma efetiva.","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",Feita/cobrada pelo vereador,Pendente de Verificação,"Motivou o Requerimento nº 16/2024, apresentado na mesma sessão."
DEN-096,2024,132ª Sessão Ordinária da 18ª Legislatura,2024-03-18,Helio Furini Neto,"O vereador Elio Furini Neto relatou reclamações de times visitantes durante campeonato realizado no Estádio Municipal Raphael Capelli sobre as condições dos vestiários: azulejos soltando, chuveiros pingando, privadas sem funcionar, falta de espaço e de iluminação adequada.","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",Recebida pelo vereador,Pendente de Verificação,"Terceira indicação consecutiva sobre o tema (reforçando indicações de 2022 e 2023); motivou a indicação nº 82/2024, apresentada na sessão seguinte (134ª)."
DEN-097,2024,133ª Sessão Ordinária da 18ª Legislatura,2024-03-25,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou o sucateamento do transporte de pacientes do município: uma van usada como ambulância apresentava marcas de acidente, o cinto de segurança não encaixava, peças de ferro caíam do veículo, e o veículo parava a cada 10 quilômetros rodados, exigindo intervenção improvisada do próprio motorista para continuar a viagem.",Diretoria de Saúde,Feita/cobrada pelo vereador,Pendente de Verificação,Vereador afirmou ter recebido relatos de mais de seis munícipes sobre o mesmo veículo no mesmo dia e possuir vídeo do ocorrido.
DEN-098,2024,133ª Sessão Ordinária da 18ª Legislatura,2024-03-25,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou novamente (reiterando reclamação de sessão anterior) que o terreno na esquina da Rua Sete de Setembro com a Rua Santa Terezinha mantinha uma poça de água parada, podre e esverdeada, tomada pelo mato, durante período de campanha municipal de combate à dengue.","Diretoria de Agronegócio, Indústria, Comércio e Meio Ambiente e Gestão de Resíduos Sólidos",Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-099,2024,133ª Sessão Ordinária da 18ª Legislatura,2024-03-25,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou que um ponto de ônibus foi construído ""dentro do mato"" no bairro Conde, em local de difícil acesso, dificultando a manobra do ônibus para realizar a parada.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,Citado de forma breve pelo vereador como exemplo de má escolha de local para instalação de mobiliário urbano.
DEN-100,2024,134ª Sessão Ordinária da 18ª Legislatura,2024-04-01,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou que a obra do salão comunitário do bairro Jardim Pioneiros estava com madeiramento novo exposto à chuva e ao sol por dias sem que a empresa retornasse ao local, e que havia fiação elétrica desencapada e emendada exposta ao lado de um playground, sem qualquer cercamento de segurança que impedisse o acesso de crianças.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-101,2024,134ª Sessão Ordinária da 18ª Legislatura,2024-04-01,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou que a área verde do bairro Carmezinho 1 estava tomada pelo mato, com aparecimento de aranhas de grande porte, cobras e escorpiões — um funcionário teria capturado uma aranha do tamanho de um sapo — além de falta de iluminação no local.","Diretoria de Agronegócio, Indústria, Comércio e Meio Ambiente e Gestão de Resíduos Sólidos",Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-102,2024,134ª Sessão Ordinária da 18ª Legislatura,2024-04-01,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou que a obra de contenção do ""Buracão"" do Jardim Paulista (financiada por operação de crédito de aproximadamente R$ 2,5 milhões aprovada em 2023) estava novamente parada meses após o início esperado: as aduelas (manilhas de concreto) já instaladas começaram a ceder e cair, e o barranco erodido estava a poucos metros de uma residência.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,"Tema relacionado ao Requerimento nº 09/2024, apresentado na sessão 129ª sobre a mesma operação de crédito."
DEN-103,2024,135ª Sessão Ordinária da 18ª Legislatura,2024-04-08,Anderson Marcos Viana,"O vereador critica publicamente a resposta da administração (ofício nº 022/2024) a um requerimento anterior seu sobre o calçamento construído pela Prefeitura na Rua Vitor Camargo Bunini (bairro Frei Galvão), ao lado do estabelecimento 3D Lava Rápido: alega que o ofício classificou o local como 'área verde', quando seria terreno particular onde há máquinas pesadas guardadas, e que a resposta não detalhou os gastos como solicitado, informando apenas a metragem de concreto usada. Afirma ter acionado o Ministério Público pela demora na resposta e informa que fará novo requerimento sobre o tema.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,"A resposta formal a esse requerimento original (ofício nº 022/2024, informando o mesmo teor criticado pelo vereador) foi lida oficialmente na sessão seguinte (2024-04-15), como ofício nº 075/2024."
DEN-104,2024,135ª Sessão Ordinária da 18ª Legislatura,2024-04-08,Anderson Marcos Viana,"O vereador cobra, há cerca de 3 a 4 anos sem sucesso, uma simples roçagem de mato alto na Rua São Salvador (final do Jardim Alvorada, próximo à linha férrea), relatando que os próprios moradores acabam ateando fogo no matagal todos os anos para conseguir baixá-lo, na ausência de manutenção pelo poder público.",,Feita/cobrada pelo vereador,Pendente de Verificação,Não fica claro no texto qual diretoria seria responsável pela roçagem (Planejamento/Obras ou Agronegócio/Meio Ambiente e Gestão de Resíduos Sólidos); mantive null.
DEN-105,2024,137ª Sessão Ordinária da 18ª Legislatura,2024-04-22,Anderson Marcos Viana,"O vereador denuncia que a administração não cumpre o prazo legal de 15 dias para resposta aos requerimentos da Câmara, citando casos que levaram de 4 a 5 meses para serem respondidos. Relata ter feito denúncia ao Ministério Público, que respondeu que a fiscalização do cumprimento do prazo é de responsabilidade da própria Câmara Municipal, e pede que o assunto seja encaminhado à comissão composta pelos vereadores Rui Domingos da Silva, Sofia Rodrigues dos Santos e Teresinha de Lourdes Freitas Regodanso.",,Feita/cobrada pelo vereador,Pendente de Verificação,"Trata-se de reclamação sobre o funcionamento interno da administração/Câmara (prazo de resposta a requerimentos), sem diretoria específica de destino."
DEN-106,2024,137ª Sessão Ordinária da 18ª Legislatura,2024-04-22,Anderson Marcos Viana,"O vereador relata que moradores da Rua São Salvador (Jardim Alvorada), próximos à antiga linha férrea, receberam notificação judicial (decisão em audiência realizada em Andradina) determinando prazo de 1 ano para desocupação da área, restando cerca de 8 meses na data da fala. Argumenta que a própria administração municipal, em gestões anteriores, autorizou a ligação de água, energia e esgoto nessas residências, incentivando a ocupação, e cobra que a Prefeitura assuma responsabilidade e adote providências (como programa habitacional) para não deixar as famílias desamparadas.","Diretoria Jurídica, Habitação e de Trânsito",Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-107,2024,137ª Sessão Ordinária da 18ª Legislatura,2024-04-22,Anderson Marcos Viana,"O vereador aponta contradição: enquanto famílias do Jardim Alvorada são notificadas judicialmente para deixar a faixa de domínio da antiga linha férrea, a Prefeitura estaria construindo, dentro dessa mesma área (que classifica como irregular, conforme projeto de retificação do DNIT), um salão comunitário no bairro Pioneiros, com recursos públicos da ordem de R$ 700 mil.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,"O valor de R$ 700 mil e a irregularidade do terreno são alegações do próprio vereador, não confirmadas de forma independente no texto da sessão."
DEN-108,2024,138ª Sessão Ordinária da 18ª Legislatura,2024-04-29,Anderson Marcos Viana,"O vereador relata que bancos instalados na Rua José Reis (bairro Pioneiros) foram posicionados de forma incorreta pela equipe de obras, e que moradores que reclamaram diretamente ao setor responsável tiveram o pedido de correção recusado ('está bom demais'), permanecendo errados por cerca de 10 dias até que o próprio vereador fotografasse e divulgasse o caso em redes sociais, ocasião em que foram então corrigidos.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Recebida pelo vereador,Pendente de Verificação,
DEN-109,2024,138ª Sessão Ordinária da 18ª Legislatura,2024-04-29,Anderson Marcos Viana,"O vereador relata situação crítica e antiga (mais de 4 anos) da lagoa de tratamento de esgoto do Jardim Paulista/bairro Carreiro: mau cheiro insuportável, lixo sendo jogado no local, e promessas reiteradas de solução (inclusive feitas por ele mesmo desde o início do mandato) nunca cumpridas.","Diretoria de Agronegócio, Indústria, Comércio e Meio Ambiente e Gestão de Resíduos Sólidos",Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-110,2024,138ª Sessão Ordinária da 18ª Legislatura,2024-04-29,Anderson Marcos Viana,"O vereador relata problema de saúde pública próximo à Rua do CRAS/Avenida Junqueira: esgoto de um bueiro obstruído retorna à superfície ('água podre') e crianças da vizinhança continuam brincando na rua perto do local, mesmo após atuação pontual de uma equipe municipal (PIPA).","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-111,2024,138ª Sessão Ordinária da 18ª Legislatura,2024-04-29,Teresinha de Lourdes Freitas Regodanso,"A vereadora relata que a obra da sede do Clube da Viola está paralisada novamente, apesar de promessas reiteradas de conclusão, e relata o falecimento recente de um dos integrantes idosos do clube (Anatalício/Natalício Inácio), que não chegou a ver a obra concluída, cobrando que promessas só sejam feitas quando houver real capacidade de cumpri-las.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,"Na sessão seguinte (2024-05-06), o vereador Reinaldo Codognato informou que a obra estava em fase final (grades e portões), com promessa de conclusão até junho de 2024."
DEN-112,2024,138ª Sessão Ordinária da 18ª Legislatura,2024-04-29,Anderson Marcos Viana,"O vereador relata reclamação pública do time de futebol amador do bairro Vila São João, que teve de fazer rateio entre os próprios jogadores para custear transporte a jogos fora da cidade, e questiona a destinação da verba pública para o esporte municipal, alegando que ela seria concentrada no campeonato de campo (cuja inscrição já é paga pelos próprios times), enquanto atletas de outras modalidades (ex.: judô) dependeriam de rifas e vaquinhas das próprias famílias para competir fora da cidade.","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",Recebida pelo vereador,Pendente de Verificação,"O vereador também relata, sem citar nomes, ter ouvido de moradores de um bairro que 'pediram para o vereador errado', insinuando favorecimento político na liberação de obras conforme o vereador que fizer o pedido; trata-se de relato de boato, sem prova concreta apresentada na sessão."
DEN-113,2024,138ª Sessão Ordinária da 18ª Legislatura,2024-04-29,Anderson Marcos Viana,"Dando continuidade à cobrança sobre a área da antiga linha férrea no Jardim Alvorada, o vereador relata que uma máquina (retroescavadeira) da Prefeitura entrou na faixa da linha para alargar/nivelar a rua e abrir uma bacia de captação de água, mas o setor responsável nega poder roçar o mato da mesma área sob a justificativa de que 'a linha não é da administração', o que o vereador considera contraditório.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-114,2024,139ª Sessão Ordinária da 18ª Legislatura,2024-05-06,Anderson Marcos Viana,"O vereador relata que o município obteve, via emenda parlamentar do ex-Deputado Reinaldo Alguz, recurso de aproximadamente R$ 400 mil para a construção de um prédio próprio do CRAS, mas o valor acabou sendo devolvido sem uso, enquanto a Prefeitura continua pagando cerca de R$ 1.500,00 mensais de aluguel de um imóvel no bairro Alvorada para o funcionamento do CRAS.",Diretoria de Assistência Social,Feita/cobrada pelo vereador,Pendente de Verificação,"Relato ligado ao Requerimento nº 024/2024 (vereador Elio Furini Neto), que solicitou cópia da rescisão desse mesmo convênio."
DEN-115,2024,139ª Sessão Ordinária da 18ª Legislatura,2024-05-06,Anderson Marcos Viana,"O vereador relata que recurso de aproximadamente R$ 90 mil (mais R$ 20 mil adicionais, via emenda do vereador Reinaldo Codognato), obtido em nome da vereadora Marisa Alves da Silva Costa para ações de proteção/causa animal, não pôde ser efetivamente utilizado pela causa animal, apesar de o nome dela ter sido usado na captação do recurso.",,Feita/cobrada pelo vereador,Pendente de Verificação,"Não ficou claro no relato se o recurso foi de fato devolvido ao órgão de origem ou apenas permanece não utilizado, nem qual seria a diretoria responsável (causa/proteção animal não corresponde a nenhuma diretoria da lista oficial fornecida)."
DEN-116,2024,139ª Sessão Ordinária da 18ª Legislatura,2024-05-06,Anderson Marcos Viana,"Pela quarta vez, o vereador cobra o reparo definitivo (enterrar corretamente) de um cano de água na estrada que liga Junqueirópolis a Irapuru, próximo ao trevo Salgado Filho, que segundo ele quebra recorrentemente após a passagem de máquinas, causando vazamento prolongado de água tratada.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-117,2024,139ª Sessão Ordinária da 18ª Legislatura,2024-05-06,Anderson Marcos Viana,"O vereador relata reclamação de moradores do bairro Figueira sobre o atraso na construção de uma rotatória considerada perigosa na entrada do bairro (obra de R$ 382 mil, já aprovada pela Câmara em 20/02/2024), e desmente boato local de que os cinco vereadores tidos como 'oposição' estariam travando a obra, esclarecendo que o projeto já foi aprovado e que a execução depende apenas da administração.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-118,2024,139ª Sessão Ordinária da 18ª Legislatura,2024-05-06,Anderson Marcos Viana,"O vereador cobra, há cerca de 3 anos sem sucesso, a instalação de cerca de 5 postes de iluminação pública na área de lazer/playground do bairro Primavera, contrastando com a instalação recente de 13 novos postes ao longo da faixa da antiga linha férrea (área desabitada), e relata que a escuridão do playground do bairro obriga a população a deixar o local por volta das 18h-19h, favorecendo o uso de entorpecentes na área.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-119,2024,139ª Sessão Ordinária da 18ª Legislatura,2024-05-06,Anderson Marcos Viana,"O vereador relata problemas recorrentes no loteamento Orto do Seringal (cerca de 10 famílias): vazamento de água constante desde a inauguração do loteamento, buracos no asfalto, e uma cerca de arame farpado instalada junto a uma calçada de apenas cerca de 30 cm de largura, o que classifica como risco de acidente grave para pedestres e ciclistas que utilizam a via para caminhada.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-120,2024,141ª Sessão Ordinária da 18ª Legislatura,2024-05-20,Anderson Marcos Viana,"O vereador relata ter sido procurado por moradores e pela comunidade católica, que lhe entregaram cerca de 200 cartas em apoio ao Padre Silvio, pedindo uma explicação sobre a remoção do padre da paróquia local, e se comprometeu a buscar uma resposta concreta junto à hierarquia da Igreja sobre o ocorrido.",,Recebida pelo vereador,Pendente de Verificação,"Caso limítrofe: trata-se de assunto interno da Diocese/Paróquia Santo Antônio de Junqueirópolis (transferência de um padre), não de administração pública municipal, mas foi tratado nesta sessão como uma reivindicação concreta trazida por moradores ao vereador, com pedido explícito de providência dele. Incluído por se enquadrar na definição ampla de 'denúncia recebida de moradores sobre algo específico'."
DEN-121,2024,141ª Sessão Ordinária da 18ª Legislatura,2024-05-20,Anderson Marcos Viana,"O vereador relata caso concreto de uma cachorra que morreu num final de semana, gerando repercussão e discussão em grupos de redes sociais entre a família do animal e voluntárias da causa animal (incluindo a vereadora Marisa); ele ouviu áudios de ambos os lados e mediou pedindo desculpas às partes, ressaltando que a causa animal é responsabilidade de saúde pública que a administração não assume adequadamente.",,Recebida pelo vereador,Pendente de Verificação,"Caso limítrofe entre disputa privada e cobrança à administração pela falta de estrutura pública para causa animal; incluído por envolver um caso concreto relatado ao vereador, com pedido de mediação/providência."
DEN-122,2024,143ª Sessão Ordinária da 18ª Legislatura,2024-06-03,Anderson Marcos Viana,"O vereador relata ter enviado uma denúncia ao Ministério Público sobre irregularidades contra a administração/contra o prefeito, e que o Ministério Público respondeu que a apuração seria de competência da própria Câmara Municipal, motivo pelo qual pediu que o assunto fosse encaminhado à comissão formada pelos vereadores Rui Domingos da Silva, Sofia Rodrigues dos Santos e Teresinha de Lourdes Freitas Regodanso.",,Feita/cobrada pelo vereador,Pendente de Verificação,"O vereador não especifica no trecho transcrito qual seria exatamente a irregularidade denunciada ao Ministério Público; o contexto da fala é vago ('essas irregularidades... contra a administração, deixando bem claro a irregularidade contra o prefeito'). Não foi possível identificar com segurança o teor exato do fato denunciado nem a diretoria/órgão de destino."
DEN-123,2024,143ª Sessão Ordinária da 18ª Legislatura,2024-06-03,Anderson Marcos Viana,"O vereador relata ter enviado ofício em 30/04/2024 pedindo à administração uma resposta sobre o que está sendo feito para conter a contaminação de córregos do município (citando o Córrego Colibri, no bairro Palmeiras, e também um córrego no bairro Saúde) por despejo de esgoto, e que passados quase 90 dias (muito além do prazo legal de 15 dias) não obteve resposta.","Diretoria de Agronegócio, Indústria, Comércio e Meio Ambiente e Gestão de Resíduos Sólidos",Feita/cobrada pelo vereador,Pendente de Verificação,
DEN-124,2024,143ª Sessão Ordinária da 18ª Legislatura,2024-06-03,Anderson Marcos Viana,"O vereador denuncia o desaparecimento de aproximadamente 8 caminhões-truck de pedra portuguesa retirada do Praça do Centenário (destinada à reforma da praça), afirmando estar 'em cima' do caso e cobrando explicação sobre o destino desse patrimônio público, que segundo ele desapareceu sem justificativa.",,Feita/cobrada pelo vereador,Pendente de Verificação,O vereador não indica claramente a qual diretoria ou órgão está direcionando a cobrança; menciona apenas que 'vem na justiça' e está acompanhando o caso.
DEN-125,2024,144ª Sessão Ordinária da 18ª Legislatura,2024-06-10,Anderson Marcos Viana,"O vereador relata que um recurso de R$ 50 mil conseguido através do ex-Deputado Reinaldo Alguz para a Cooperativa Cooper Junque nunca foi repassado à entidade, e que até o momento não se sabe o que aconteceu com esse dinheiro.",,Feita/cobrada pelo vereador,Pendente de Verificação,"Relato pontual em explicações pessoais, sem detalhamento de quando o recurso foi obtido nem de qual órgão seria responsável pelo repasse; incluído por se tratar de caso concreto (verba pública supostamente não repassada) mencionado explicitamente pelo vereador."
DEN-126,2024,145ª Sessão Ordinária da 18ª Legislatura,2024-06-17,,"Carta anônima de um servidor público, lida em plenário pela vereadora Marisa Alves da Silva Costa, questiona por que a verba de R$ 2,5 milhões votada pela Câmara para tapar o buraco conhecido como 'Catengolândia' e realizar melhorias na Lagoa de Tratamento (apontada como muito fétida) não foi usada, enquanto o Executivo agiu rapidamente (inclusive de madrugada) para reverter em juízo a decisão sobre os cargos comissionados.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Relatada em documento/ofício,Pendente de Verificação,"O valor de R$ 2,5 milhões e o projeto específico não foram confirmados de forma independente no texto da sessão (a carta é de autoria de um munícipe/servidor não identificado, com fatos não verificados pela própria vereadora que a leu). A Lagoa de Tratamento pode se enquadrar também em Diretoria de Agronegócio/Meio Ambiente; mantive Obras por ser a diretoria mais associada ao 'buracão' mencionado."
DEN-127,2024,145ª Sessão Ordinária da 18ª Legislatura,2024-06-17,Anderson Marcos Viana,"O vereador relata caso concreto de uma moradora aposentada, que recebe salário mínimo, com receita médica de 13 medicamentos de uso contínuo (para problema cardíaco), da qual conseguiu apenas 1 na rede pública, tendo que arcar sozinha com cerca de R$ 500 para os demais.",Diretoria de Saúde,Recebida pelo vereador,Pendente de Verificação,
