ID,Numero_Requerimento,Ano,Sessao,Data_Sessao,Vereador,Resumo,Diretoria_Destino,Resultado_Votacao,Oficio_Resposta,Status_Resposta,Observacoes
REQ-102,012,2026,48ª Sessão Ordinária,2026-03-02,Edvaldo Aparecido Carvalho,"Solicita informações sobre o andamento dos estudos e do planejamento administrativo para a efetivação do descongelamento do tempo de serviço dos servidores públicos municipais (motivado pela LC 226/2026, que revogou restrições da LC 173/2020 relativas à pandemia), incluindo prazo para atualização da contagem, valor retroativo devido e previsão de envio de projeto de lei municipal específico.","Diretoria Jurídica, Habitação e de Trânsito",Aprovado,,Pendente,
REQ-103,013,2026,48ª Sessão Ordinária,2026-03-02,"Adriano de Marcos Lopes, Bruno Herreira, Elizeu Adriano, Teresinha de Lourdes Freitas Regodanso","Solicita informações sobre o andamento dos estudos e planejamento de ações visando solucionar ou, no mínimo, diminuir de forma significativa o forte mau cheiro proveniente das lagoas de tratamento de esgoto do município.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Aprovado,,Pendente,
REQ-104,014,2026,49ª Sessão Ordinária,2026-03-09,Reinaldo Codognato,"Solicita informações acerca do cumprimento e da aplicação prática da Lei Municipal nº 3.709, de 24 de abril de 2024, que dispõe sobre a obrigatoriedade de instalação de brinquedos adaptados para crianças com deficiência ou mobilidade reduzida em playgrounds de praças e parques públicos.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Aprovado,,Pendente,
REQ-105,015,2026,49ª Sessão Ordinária,2026-03-09,Reinaldo Codognato,"Solicita informações acerca do andamento das obras e serviços de pavimentação da estrada vicinal JQL-010 (Governador Mário Covas), que liga Junqueirópolis a Dracena, bem como sobre a existência de estudos preliminares, projetos de engenharia em andamento ou tratativas visando a futura pavimentação asfáltica da estrada que liga Junqueirópolis a Guaraçaí.",Diretoria Administrativa,Aprovado,,Pendente,"Texto do requerimento consta assinado por todos os vereadores da Casa, com apresentação/leitura pelo vereador Reinaldo Codognato."
REQ-106,016,2026,49ª Sessão Ordinária,2026-03-09,Anderson Marcos Viana,"Solicita informações sobre a paralisação e o aparente abandono das obras da estação elevatória localizada no bairro Jardim Conde (investimento de R$ 483.600,00), diante da constatação de que as obras se encontram totalmente paralisadas há várias semanas, sem movimentação de maquinário, avanço físico ou presença de trabalhadores no local.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Aprovado,,Pendente,
REQ-107,017,2026,49ª Sessão Ordinária,2026-03-09,Anderson Marcos Viana,"Solicita informações sobre a situação financeira e o cronograma das obras de construção da Escola Municipal de Educação Infantil (EMEI) do Cristo Redentor, diante da redução do quadro de funcionários no canteiro de obras e de relatos de atraso no pagamento de salários dos trabalhadores.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Aprovado,,Pendente,
REQ-108,018,2026,49ª Sessão Ordinária,2026-03-09,Anderson Marcos Viana,"Solicita explicações oficiais sobre a entrega e o posterior cancelamento de formulários do programa habitacional Minha Casa Minha Vida nas dependências da Prefeitura Municipal, incluindo qual será o destino e a validade dos formulários já entregues/preenchidos pelas famílias e qual a orientação oficial a ser dada aos cidadãos.",Diretoria Administrativa,Aprovado,,Pendente,
REQ-109,,2026,50ª Sessão Ordinária,2026-03-16,"Bruno Herreira, Renato Vieira de Brito, Elizeu Adriano","Pedido de verba estadual para a área de saúde, incluindo fisioterapia, e para o transporte municipal, protocolado pessoalmente pelos vereadores em viagem a São Paulo.",Governo do Estado de São Paulo,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Relato verbal em explicações pessoais pelo vereador Bruno Herreira sobre requerimentos/ofícios protocolados pessoalmente em viagem a São Paulo junto com os vereadores Renato Vieira de Brito e Elizeu Adriano. Não há número, texto integral, nem confirmação de recebimento/resposta pelo órgão estadual. Descrição de conteúdo é genérica ('parte da saúde, parte da fisioterapia, para o transporte')."
REQ-110,,2026,50ª Sessão Ordinária,2026-03-16,"Bruno Herreira, Renato Vieira de Brito, Elizeu Adriano","Pedido de apoio/repasse para as entidades Santa Casa e Asilo do município, protocolado pessoalmente pelos vereadores em viagem a São Paulo.",Governo do Estado de São Paulo,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Mesmo contexto do relato de viagem a São Paulo feito por Bruno Herreira em explicações pessoais ('protocolamos também para as entidades do nosso município alguns pedidos Santa Casa Asilo'). Sem número, texto integral ou confirmação de protocolo formal específico."
REQ-111,,2026,50ª Sessão Ordinária,2026-03-16,"Bruno Herreira, Renato Vieira de Brito, Elizeu Adriano","Pedido de caminhão-pipa e equipamentos para a Defesa Civil do município, protocolado pessoalmente pelos vereadores junto ao Palácio (governo estadual) em viagem a São Paulo.",Governo do Estado de São Paulo,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Mesmo contexto do relato de viagem a São Paulo feito por Bruno Herreira em explicações pessoais ('fomos também até o palácio onde protocolamos um pedido de caminhão, pipa e os equipamentos aí para defesa civil'). Sem número, texto integral ou confirmação de protocolo formal específico."
REQ-112,019,2026,50ª Sessão Ordinária,2026-03-16,Reinaldo Codognato,Pedido de informações sobre projetos e planejamento para instalação de câmeras de monitoramento de segurança na cidade.,"Diretoria Jurídica, Habitação e de Trânsito",Aprovado,,Pendente,"ATENÇÃO: o arquivo de transcrição 2026-03-16_sessao.txt começa em andamento, no meio da discussão do Projeto de Lei 002/2026 — falta todo o início da sessão (verificação de presença, leitura do Expediente e a leitura/votação integral dos requerimentos na Ordem do Dia). O Requerimento 019/2026 só é mencionado de passagem na fala livre do vereador Reinaldo Codognato ('requerimento 19 barra 2026... que fala sobre informações acerca de projetos, planejamentos para a instalação de câmeras de monitoramento de segurança'), sem texto integral, sem diretoria de destino explícita e sem confirmação textual do resultado da votação. Autoria (Reinaldo Codognato) e nome/número da sessão são inferidos pelo contexto e devem ser confirmados manualmente. Não há indícios de outros requerimentos nesta sessão além deste, mas isso não pode ser confirmado por falta do trecho inicial da transcrição."
REQ-113,020,2026,50ª Sessão Ordinária da 19ª Legislatura,2026-03-16,Edvaldo Aparecido Carvalho,"Solicita à Diretoria Administrativa informações sobre a conclusão e aplicação dos Laudos de Insalubridade e Periculosidade (LIP), diante da contratação de empresa especializada para o fornecimento desses serviços.",Diretoria Administrativa,Aprovado,,Pendente,Fonte: site oficial da Câmara — não encontrado nas transcrições disponíveis. Sessão inferida pela sequência de numeração (requerimentos vizinhos 019 e 021 estão nas sessões de 16/03 e 23/03/2026); data de protocolo/aprovação no site: 11/03/2026.
REQ-114,,2026,51ª Sessão Ordinária,2026-03-23,Bruno Herreira,"Pedido verbal, feito durante a discussão do Projeto de Lei Complementar 27/2026, para que a administração avalie a possibilidade de desconsiderar os atestados médicos de servidores da saúde que trabalharam na linha de frente entre 2020 e 2021 (período de pandemia), para que não percam o direito à licença-prêmio.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido verbal feito em plenário durante a discussão de um projeto de lei, sem número formal e sem votação registrada nesta sessão. O vereador Reinaldo Codognato manifestou apoio ao pedido em seguida."
REQ-115,,2026,51ª Sessão Ordinária,2026-03-23,Reinaldo Codognato,Pedido verbal de um novo requerimento com estudos relacionados ao piso salarial dos agentes de limpeza (coletores de lixo) do município.,"Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido verbal feito em plenário ('fica aqui mais um pedido de um novo requerimento também sobre os estudos relacionados ao piso do servidor que são os agentes de limpeza'), sem número formal nem votação registrada nesta sessão."
REQ-116,021,2026,51ª Sessão Ordinária,2026-03-23,"Reinaldo Codognato, Edvaldo Aparecido Carvalho","Solicita explicações oficiais sobre o protocolo de entrega de medicamentos e falhas na orientação aos pacientes da farmácia municipal, após caso de munícipe informada de que o remédio não estava disponível e que depois foi entregue mediante autorização do Serviço Social.",Diretoria de Saúde,Aprovado,,Pendente,
REQ-117,022,2026,51ª Sessão Ordinária,2026-03-23,Reinaldo Codognato,"Solicita ao Secretário de Educação do Estado de São Paulo informações oficiais e atualizadas sobre o andamento do projeto de climatização das salas de aula da Escola Estadual Idene Rodrigues dos Santos, pleito antigo já cobrado por ofícios anteriores.","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",Aprovado,,Pendente,
REQ-118,023,2026,51ª Sessão Ordinária,2026-03-23,Renato Vieira de Brito,"Solicita informações sobre o número total de servidores efetivos e os gastos com folha de pagamento do município nos exercícios de 2024 e 2025, para dar mais transparência à população.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Aprovado,,Pendente,
REQ-119,024,2026,51ª Sessão Ordinária,2026-03-23,Renato Vieira de Brito,"Solicita relação completa (nome, cargo, setor e percentual) dos servidores que recebem a Gratificação por Tempo Integral e Dedicação Exclusiva (GTD) e a gratificação prevista na Lei Complementar 17/1991, referente ao período de janeiro de 2025 até a resposta do requerimento.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Aprovado,,Pendente,
REQ-120,025,2026,51ª Sessão Ordinária,2026-03-23,Anderson Marcos Viana,"Solicita ao Batalhão da Polícia Militar de Junqueirópolis, em caráter de urgência, a disponibilização de policiamento ostensivo e de uma viatura no horário de saída dos alunos da Escola Estadual Idene Rodrigues dos Santos, diante de brigas recorrentes e relatos de uso/venda de entorpecentes nas imediações.",Batalhão da Polícia Militar de Junqueirópolis,Aprovado,,Pendente,"O requerimento pede providência 'em caráter de urgência' quanto ao conteúdo do pedido (necessidade urgente de policiamento), mas foi tramitado em único turno de discussão e votação como os demais requerimentos da sessão, sem indicação de rito processual diferenciado de urgência especial."
REQ-121,026,2026,52ª Sessão Ordinária,2026-03-30,"Anderson Marcos Viana, Bruno Herreira","Solicita informações oficiais e detalhadas sobre o valor recebido pelo município, mês a mês desde 2024, referente ao componente de qualidade da atenção primária à saúde, quais equipes estão vinculadas e se há repasse direto desses valores aos profissionais de saúde.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Aprovado,,Pendente,
REQ-122,,2026,53ª Sessão Ordinária,2026-04-06,Bruno Herreira,"Pedido verbal para que a administração avalie a possibilidade de os valores retroativos (descongelamento) devidos a servidores não serem descontados de água ou impostos municipais, similar ao que ocorre com a venda da licença-prêmio.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido feito verbalmente em plenário durante a discussão do Projeto de Lei Complementar 27/2026; o presidente da Câmara determinou que fosse anotado em ata para elaboração de requerimento formal e votação em sessão futura, mas não há registro de número ou votação nesta sessão."
REQ-123,027,2026,53ª Sessão Ordinária,2026-04-06,"Renato Vieira de Brito, Reinaldo Codognato","Solicita informações sobre o andamento e estágio da contratação de empresa especializada para realizar perícia técnica e laudos de insalubridade para os auxiliares de educação, que fazem serviços de higienização e limpeza de banheiros das escolas.",Diretoria Administrativa,Aprovado,,Pendente,"Durante a discussão, o vereador Bruno Herreira mencionou que o Requerimento 59/2025, sobre o mesmo tema (laudos de insalubridade para todos os servidores), segue sem resposta há mais de 120 dias; esse requerimento é de 2025 e não foi incluído nesta extração, que cobre apenas requerimentos de 2026."
REQ-124,028,2026,53ª Sessão Ordinária,2026-04-06,Anderson Marcos Viana,"Solicita informações sobre prazo e planejamento para adequação do pagamento do adicional de insalubridade aos agentes comunitários de saúde e agentes de combate a endemias, em cumprimento a decisão do Tribunal Superior do Trabalho que determinou o adicional em grau médio calculado sobre o salário base.",Diretoria de Saúde,Aprovado,,Pendente,
REQ-125,,2026,54ª Sessão Ordinária,2026-04-13,Renato Vieira de Brito,"Pedido verbal para que a administração convoque a diretora de Educação a comparecer à Câmara e explicar por que os uniformes escolares ainda não foram entregues aos alunos, já há mais de 120 dias de atraso.","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido feito verbalmente em explicações pessoais, solicitando que seja formalizado requerimento/convocação; sem número formal nem votação registrada nesta sessão."
REQ-126,029,2026,54ª Sessão Ordinária,2026-04-13,Renato Vieira de Brito,"Solicita à Associação Comercial e Empresarial de Junqueirópolis (ACE/SEGE) o envio da prestação de contas completa, com notas fiscais e comprovantes de pagamento, referente aos gastos com festividades e decorações de fim de ano de 2025.",Associação Comercial e Empresarial de Junqueirópolis (SEGE),Aprovado,,Pendente,
REQ-127,030,2026,54ª Sessão Ordinária,2026-04-13,Reinaldo Codognato,"Solicita à ANATEL (Agência Nacional de Telecomunicações) informações oficiais e providências urgentes sobre a constante ausência e péssima qualidade do sinal de telefonia móvel e internet em diversos bairros do município (Campo Belo, Colina Verde, Frei Galvão, Jardim Aliança, entre outros).",ANATEL (Agência Nacional de Telecomunicações),Aprovado,,Pendente,
REQ-128,031,2026,55ª Sessão Ordinária da 19ª Legislatura,2026-04-22,Reinaldo Codognato,"Envio de ofício à Companhia Ferroviária Rumo Logística solicitando informações oficiais e detalhadas sobre o cronograma de obras, volume de investimento e projeções logísticas para a recuperação e revitalização da linha férrea no trecho Ramal Bauru-Panorama.",Companhia Ferroviária Rumo Logística,Aprovado,,Pendente,
REQ-129,032,2026,55ª Sessão Ordinária da 19ª Legislatura,2026-04-22,Edvaldo Aparecido Carvalho,"Requer autorização institucional do plenário, com base no artigo 26, inciso 4, alínea D do Regimento Interno, para que o presidente da Câmara ingresse com mandado de segurança em face do Poder Executivo Municipal, visando obter a apresentação da cópia integral da documentação da prestação de contas da Seruva 2025, após o esgotamento das vias administrativas (Requerimento 60/2025 e ofertas insuficientes do Executivo e da Associação Agrícola).",,Aprovado,,Pendente,"Aprovado por 5 votos a 3 (não unanimidade). Votaram contra: Adriano de Marcos Lopes, Elizeu Adriano e Teresinha de Lourdes Freitas Regodanso. O presidente (autor) não vota."
REQ-130,,2026,56ª Sessão Ordinária da 19ª Legislatura,2026-04-27,Bruno Herreira,"Pedido verbal, feito em explicações pessoais, à Diretoria de Saúde para que o recurso federal do componente de qualidade da Atenção Primária à Saúde (cerca de R$ 51 mil/ano, hoje aplicado no custeio remuneratório regular dos profissionais) passe a ser destinado, nos próximos anos, como incentivo direto aos funcionários dos ESFs do município.",Diretoria de Saúde,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido feito verbalmente na tribuna (explicações pessoais), sem leitura no Expediente nem numeração formal nesta sessão. Vereador fez referência a um requerimento anterior já respondido pelos Ofícios 111/2026 e 112/2026 (prováveis Requerimentos 21/2026 e 26/2026), mas este pedido específico sobre destinação como incentivo é novo e não formalizado."
REQ-131,033,2026,56ª Sessão Ordinária da 19ª Legislatura,2026-04-27,Anderson Marcos Viana,"Envio de ofício à Diretoria de Educação, Cultura, Esportes, Lazer e Turismo solicitando informações oficiais sobre o cumprimento do piso salarial nacional do magistério para os professores temporários e para os professores efetivos do ensino infantil, motivado pela decisão do STF (Tema 1308) que garante o direito ao piso também aos contratados em regime temporário.","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",Aprovado,,Pendente,
REQ-132,034,2026,57ª Sessão Ordinária da 19ª Legislatura,2026-05-04,Bruno Herreira,"Envio de ofício à Diretoria de Saúde solicitando informações sobre a atual demanda reprimida, fila de espera e oferta de vagas nas especialidades médicas de neuropediatria, neurologia e cirurgia pediátrica, bem como a quantidade de vagas que o Estado fornece por mês ao município em cada uma dessas áreas.",Diretoria de Saúde,Aprovado,,Pendente,
REQ-133,,2026,59ª Sessão Ordinária da 19ª Legislatura,2026-05-18,Bruno Herreira,"Pedido verbal, feito em explicações pessoais, à diretoria responsável (Saúde) para que a administração forneça à Câmara um demonstrativo com as quantidades de pessoas com dengue no município, com o objetivo de mobilizar a sociedade quanto à limpeza de terrenos e lotes no combate à doença.",Diretoria de Saúde,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido feito verbalmente na tribuna (explicações pessoais), sem leitura no Expediente nem numeração formal nesta sessão. O vereador se referiu genericamente à 'diretoria responsável'; presume-se Diretoria de Saúde dado o assunto (dengue)."
REQ-134,035,2026,60ª Sessão Ordinária da 19ª Legislatura,2026-05-25,Anderson Marcos Viana,"Requer envio de ofício à Diretoria de Assistência Social solicitando informações sobre os motivos pelos quais a Prefeitura não concede apoio financeiro nem mantém convênio ativo com a Associação Tranói de Presidente Prudente, entidade que presta acolhimento a pacientes de Junqueirópolis em tratamento de saúde naquela cidade.",Diretoria de Assistência Social,Aprovado,,Pendente,
REQ-135,036,2026,60ª Sessão Ordinária da 19ª Legislatura,2026-05-25,Edvaldo Aparecido Carvalho,"Requer envio de ofício à Diretoria Administrativa solicitando informações oficiais e providências quanto à efetiva fiscalização e cumprimento da Lei Ordinária Municipal nº 3821/2025, que proíbe o uso de grampos metálicos em embalagens de produtos alimentícios.",Diretoria Administrativa,Aprovado,Ofício nº 93/2026,Pendente,
REQ-136,037,2026,61ª Sessão Ordinária da 19ª Legislatura,2026-06-01,Bruno Herreira,"Requer envio de ofício à Diretoria de Saúde solicitando informações oficiais sobre quais médicos especialistas, clínicas ou hospitais parceiros estão credenciados para realizar cirurgias de postectomia (fimose) para pacientes da rede pública de Junqueirópolis.",Diretoria de Saúde,Aprovado,Ofício nº 171/2026,Pendente,
REQ-137,038,2026,61ª Sessão Ordinária da 19ª Legislatura,2026-06-01,Anderson Marcos Viana,"Requer envio de ofício à Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos solicitando o envio dos balanços financeiros e da contabilidade referentes ao Serviço Municipal de Água e Esgoto de todo o exercício de 2025 e dos primeiros meses de 2026, com documentação comprobatória.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Aprovado,,Pendente,
REQ-138,039,2026,61ª Sessão Ordinária da 19ª Legislatura,2026-06-01,Renato Vieira de Brito,"Requer envio de ofício à Diretoria Administrativa solicitando informações oficiais sobre o pagamento do adicional de insalubridade aos servidores municipais e os resultados dos laudos periciais recentes, incluindo relação completa de servidores aptos e inaptos ao benefício.",Diretoria Administrativa,Aprovado,,Pendente,
REQ-139,040,2026,61ª Sessão Ordinária da 19ª Legislatura,2026-06-01,Edvaldo Aparecido Carvalho,"Requer envio de ofício à Diretoria de Fazenda, Compras, Almoxarifado, Recursos Humanos e Patrimônio solicitando informações oficiais sobre os critérios, formas de arrecadação e destinação dos valores cobrados pela taxa de transporte na utilização dos ônibus da frota municipal.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Aprovado,,Pendente,
REQ-140,041,2026,61ª Sessão Ordinária da 19ª Legislatura,2026-06-01,"Edvaldo Aparecido Carvalho, Anderson Marcos Viana, Renato Vieira de Brito","Requer envio de ofício à Diretoria Administrativa solicitando informações oficiais e relatório sobre despesas com viagens, deslocamentos, passagens aéreas, combustíveis e diárias para a retirada de um veículo oficial destinado ao Fundo Social em São Paulo, motivado por matéria de imprensa questionando os gastos.",Diretoria Administrativa,Aprovado,,Pendente,
REQ-141,042,2026,61ª Sessão Ordinária da 19ª Legislatura,2026-06-01,"Edvaldo Aparecido Carvalho, Anderson Marcos Viana, Reinaldo Codognato, Renato Vieira de Brito","Requer envio de ofício à Diretoria Administrativa solicitando cópia integral do termo de adesão ao programa estadual Universaliza São Paulo, esclarecimentos sobre eventual obrigação de futura concessão dos serviços de água e esgoto à iniciativa privada, prerrogativa de desistência do programa, linhas de crédito estaduais disponíveis e estudo técnico de viabilidade.",Diretoria Administrativa,Aprovado,Ofício nº 90/2026,Pendente,"Na leitura do expediente da sessão de 2026-06-01, o número deste requerimento foi lido de forma incompreensível na transcrição (""142 de 2026""), mas a leitura completa do requerimento durante a sessão confirma o número 42/2026. O ofício de resposta foi encaminhado pela Diretoria de Planejamento, Obras, Serviços e Manutenção, embora o requerimento tenha sido dirigido nominalmente à Diretoria Administrativa."
REQ-142,043,2026,62ª Sessão Ordinária da 19ª Legislatura,2026-06-08,Bruno Herreira,Requer envio de ofício à Diretoria de Saúde solicitando informações oficiais sobre os critérios técnicos e administrativos adotados para a contratação de médicos para atuar no pronto-socorro municipal.,Diretoria de Saúde,Aprovado,,Pendente,
REQ-143,044,2026,62ª Sessão Ordinária da 19ª Legislatura,2026-06-08,Renato Vieira de Brito,"Requer envio de ofício à Diretoria de Planejamento, Obras, Serviços e Manutenção solicitando informações e documentos comprobatórios (cópias de contas de energia) sobre os medidores e consumo de energia elétrica nas caixas d'água do bairro Santa Rute e no encontro da Avenida Sete de Setembro com a Avenida Paulista.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Aprovado,,Pendente,
REQ-144,045,2026,63ª Sessão Ordinária da 19ª Legislatura,2026-06-15,Anderson Marcos Viana,Requer envio de ofício à concessionária Elektro Redes S.A. solicitando providências e esclarecimentos urgentes sobre as constantes quedas de energia e a falha na classificação cadastral (rural/urbana) da rede elétrica na Rua Alberto Nussi.,Concessionária Elektro,Aprovado,,Pendente,"Destinatário é concessionária de energia elétrica (órgão externo), não uma das diretorias municipais."
REQ-145,046,2026,63ª Sessão Ordinária da 19ª Legislatura,2026-06-15,"Reinaldo Codognato, Samir Edson Tino, Bruno Herreira, Elizeu Adriano","Requer envio de ofício à Diretoria de Educação, Cultura, Esportes, Lazer e Turismo solicitando informações oficiais sobre a aplicação dos recursos financeiros (crédito adicional de R$ 300 mil de convênio federal) e os critérios logísticos adotados na organização das festividades do 81º aniversário de Junqueirópolis.","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",Aprovado,,Pendente,
REQ-146,047,2026,63ª Sessão Ordinária da 19ª Legislatura,2026-06-15,Renato Vieira de Brito,"Requer envio de ofício à Diretoria Administrativa solicitando listagem completa e atualizada de todos os veículos oficiais da frota municipal que se encontram inoperantes, com destaque para as frotas da saúde, educação e obras.",Diretoria Administrativa,Aprovado,,Pendente,
REQ-147,048,2026,64ª Sessão Ordinária da 19ª Legislatura,2026-06-22,Reinaldo Codognato,"Solicita à Diretoria de Saúde informações sobre a quantidade de animais na fila de espera para castração no município, diante de reclamações de munícipes que aguardam há mais de 5 meses, além de esclarecimento sobre a viabilidade de criação de um canal transparente e de fácil acesso para acompanhamento público da fila.",Diretoria de Saúde,Aprovado,,Pendente,
REQ-148,049,2026,64ª Sessão Ordinária da 19ª Legislatura,2026-06-22,Anderson Marcos Viana,"Requer à Diretoria de Planejamento, Obras, Serviços e Manutenção o envio do projeto topográfico da propriedade particular conhecida como 'Conde', localizada próxima a uma área de lazer, situação debatida em reunião recente entre Executivo e Legislativo após denúncias de uso de maquinário público em terreno particular.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Aprovado,,Pendente,"Autor mencionou em tribuna a possibilidade de futura CPI sobre o caso, condicionada às respostas deste requerimento; isso não altera a natureza do requerimento em si."
REQ-149,050,2026,64ª Sessão Ordinária da 19ª Legislatura,2026-06-22,Anderson Marcos Viana,"Requer à Diretoria de Saúde informações sobre o repasse de R$ 500 mil destinado à reforma do pronto-socorro municipal, questionando se o valor já foi recebido pelos cofres públicos e, caso não, se há previsão de chegada ainda em 2026, considerando as restrições do ano eleitoral.",Diretoria de Saúde,Aprovado,,Pendente,"Durante a discussão, a vereadora Teresinha de Lourdes Freitas Regodanso manifestou-se contrária ao endereçamento (defendeu que deveria ser dirigido à Santa Casa, não à Diretoria de Saúde), mas a votação final foi por unanimidade a favor do requerimento como lido/endereçado."
REQ-150,051,2026,65ª Sessão Ordinária da 19ª Legislatura,2026-06-29,"Bruno Herreira, Edvaldo Aparecido Carvalho, Reinaldo Codognato","Requer à Diretoria Administrativa informações e esclarecimentos sobre o motivo pelo qual está sendo realizado desconto de imposto de renda sobre os valores pagos a título de atividade delegada aos policiais militares de Junqueirópolis, questionando o embasamento jurídico da retenção e se há estudo em andamento para reconhecer a natureza indenizatória da verba, dado que ela compensaria disponibilidade operacional extraordinária sem gerar acréscimo patrimonial.",Diretoria Administrativa,Aprovado,Ofício SC nº 50/2026,Respondido,"Este requerimento formaliza um pedido verbal feito na sessão anterior (64ª Sessão Ordinária, 22/06/2026), quando, durante a discussão do Projeto de Lei nº 24/2026, os vereadores Bruno Herreira, Reinaldo Codognato, Teresinha de Lourdes Freitas Regodanso e Renato Vieira de Brito pediram que a administração estudasse o pagamento da atividade delegada em forma indenizatória (isenta de IR), e o presidente determinou à secretaria que providenciasse o requerimento formal para a sessão seguinte — o que resultou no Requerimento 051/2026, já formalizado e votado nesta sessão."
REQ-151,,2026,66ª Sessão Ordinária da 19ª Legislatura,2026-08-03,Renato Vieira de Brito,"Pedido verbal, feito em explicações pessoais, de envio de requerimento ao setor/pasta responsável pelo esporte solicitando esclarecimentos sobre os motivos pelos quais Junqueirópolis não participou com nenhuma delegação dos Jogos Regionais deste ano. O presidente determinou que constasse em ata o envio do requerimento pela mesa.","Diretoria de Educação, Cultura, Esportes, Lazer e Turismo",,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Pedido verbal em explicações pessoais, sem número formal nesta sessão; foi formalizado na sessão seguinte (10/08/2026) como Requerimento 058/2026, do mesmo vereador, com o mesmo objeto (ver registro correspondente abaixo)."
REQ-152,,2026,66ª Sessão Ordinária da 19ª Legislatura,2026-08-03,Renato Vieira de Brito,"Pedido verbal, feito em explicações pessoais, de convocação da Diretoria de Saúde para prestar esclarecimentos perante a Câmara sobre questionamentos levantados pelo vereador em rede social a respeito de determinados recursos/compras de notas na área da saúde; o vereador anunciou que apresentaria requerimento formal sobre o tema na sessão seguinte.",Diretoria de Saúde,,,Pendente,"[Pedido verbal, ainda não formalizado/numerado] Objeto do pedido pouco detalhado na transcrição (o vereador cita 'recursos' e 'notas' questionados em rede social, sem especificar a matéria exata). O presidente determinou em ata a convocação da diretora de saúde e o envio do requerimento correspondente, mas não foi localizado, nas sessões seguintes disponíveis (até 10/08/2026), requerimento formal que corresponda claramente a este pedido — verificar se foi apresentado em sessão posterior."
REQ-153,052,2026,66ª Sessão Ordinária da 19ª Legislatura,2026-08-03,Anderson Marcos Viana,"Envio de ofício à concessionária Elektro solicitando providências urgentes e informações sobre estudo para colocação de um poste de iluminação pública na Rua Santa Teresinha, no trecho entre a Rua São Luís e a Rua das Américas, no bairro Jardim Paulista, onde há apenas um ponto de luz na quadra.",Concessionária Elektro,Aprovado,,Pendente,"Na leitura do expediente e do próprio requerimento a concessionária foi nomeada na transcrição como 'Electro Rede S.A.' / 'Constitucionária Electro-Rid SA', mas a grafia correta, conforme confirmado em extração anterior, é 'Elektro' — mantida aqui conforme instrução explícita."
REQ-154,053,2026,66ª Sessão Ordinária da 19ª Legislatura,2026-08-03,"Reinaldo Codognato, Bruno Herreira","Envio de ofício à Diretoria de Planejamento, Obras, Serviços e Manutenção solicitando informações e cópias de contratos referentes às empresas de telecomunicações que possuem antenas instaladas na caixa d'água do bairro Vila Santa Ruth, incluindo se há cobrança de aluguel pelo uso do espaço público e, em caso negativo, o motivo.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Aprovado,,Pendente,
REQ-155,054,2026,66ª Sessão Ordinária da 19ª Legislatura,2026-08-03,"Adriano de Marcos Lopes, Teresinha de Lourdes Freitas Regodanso","Envio de ofício à Diretoria de Assistência Social solicitando informações oficiais sobre a adesão do município ao programa Equipa DH+, do Ministério dos Direitos Humanos e da Cidadania, no ciclo de 2026, incluindo bens pleiteados (veículos, computadores e mobiliário) ou, em caso de não adesão, os motivos.",Diretoria de Assistência Social,Aprovado,,Pendente,
REQ-156,055,2026,66ª Sessão Ordinária da 19ª Legislatura,2026-08-03,Reinaldo Codognato,"Envio de ofício à Diretoria de Saúde solicitando informações sobre a viabilidade de desenvolvimento de estudos e ações voltadas à proteção e ao acolhimento de cães e gatos em situação de abandono no município, à luz de recente decisão do STF sobre o dever do Poder Público de acolher animais abandonados.",Diretoria de Saúde,Aprovado,,Pendente,
