ID,Tipo,Numero,Ano,Sessao,Data_Sessao,Vereador,Resumo,Setor_Diretoria,Situacao,Resultado_Votacao,Oficio_Resposta,Status,Observacoes
2124-IND-336,Indicação,200,2023,115ª Sessão Ordinária da 18ª Legislatura,2023-10-09,Sofia Rodrigues dos Santos,"Solicita a instalação de uma cabine no trator recentemente adquirido pela Prefeitura, para proteger o operador contra condições climáticas adversas (chuva, sol intenso, ventos fortes) e reduzir o desgaste do equipamento.",,,,,Pendente de Análise,"O texto da sessão menciona explicitamente a data de 9 de outubro de 2023 (115ª Sessão Ordinária), enquanto o arquivo de transcrição está nomeado como 2023-10-10. Usada a data do texto."
2124-IND-337,Indicação,201,2023,115ª Sessão Ordinária da 18ª Legislatura,2023-10-09,Valdir Aparecido de Oliveira,"Solicita a criação de uma pasta dedicada à segurança e saúde dos servidores municipais (SESMT), com recursos próprios no orçamento para capacitações, exames médicos, organização da CIPAT e aquisição de EPIs.",,,,,Pendente de Análise,"O texto da sessão menciona explicitamente a data de 9 de outubro de 2023 (115ª Sessão Ordinária), enquanto o arquivo de transcrição está nomeado como 2023-10-10. Usada a data do texto."
2124-IND-338,Indicação,202,2023,115ª Sessão Ordinária da 18ª Legislatura,2023-10-09,"Valdir Aparecido de Oliveira, Rui Domingos da Silva","Solicita a construção de recuos na estrada JQL 458, que se encontra estreita e dificulta o cruzamento de veículos de grande/médio porte, colocando em risco o transporte de matéria-prima para a usina e os ônibus escolares que trafegam pela via.",,,,,Pendente de Análise,"O texto da sessão menciona explicitamente a data de 9 de outubro de 2023 (115ª Sessão Ordinária), enquanto o arquivo de transcrição está nomeado como 2023-10-10. Usada a data do texto."
2124-REQ-062,Requerimento,041,2023,115ª Sessão Ordinária da 18ª Legislatura,2023-10-09,"Teresinha de Lourdes Freitas Regodanso, Anderson Marcos Viana, Elio Furini Neto, Marisa Alves da Silva Costa, Paulo Sérgio Cordeiro",Requer informações sobre a motivação da interrupção da troca de iluminação pública para tecnologia LED e dos serviços de recapeamento asfáltico no município.,"Diretoria de Planejamento, Obras, Serviços e Manutenção",Normal,Aprovado,230/2023,Respondido,"O ofício 230/2023, lido no expediente da sessão de 30/10/2023 (118ª), respondeu ao ofício da Câmara nº 151/2023, gerado a partir deste requerimento, informando que os serviços de LED e recapeamento não foram paralisados, mas são realizados por etapas conforme a obtenção de recursos. O texto da sessão menciona explicitamente a data de 9 de outubro de 2023 (115ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-10. Usada a data do texto."
2124-IND-339,Indicação,203,2023,116ª Sessão Ordinária da 18ª Legislatura,2023-10-16,Valdir Aparecido de Oliveira,"Solicita alteração da Lei Municipal nº 3.493/2022, que trata do convênio de atividade delegada com o Estado de São Paulo, para reajustar os valores da gratificação paga aos policiais militares que exercem essa atividade no município, equiparando-os aos praticados em outros municípios da região.",,,,,Pendente de Análise,"O arquivo de transcrição desta sessão (2023-10-17_sessao.txt) começa já em andamento, com a votação da ata da sessão anterior, sem abertura/chamada completa registrada — possível lacuna no início da gravação/transcrição. Além disso, o texto menciona explicitamente a data de 16 de outubro de 2023 (116ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-17. Usada a data do texto."
2124-IND-340,Indicação,204,2023,116ª Sessão Ordinária da 18ª Legislatura,2023-10-16,Valdir Aparecido de Oliveira,"Solicita a instalação de postes de iluminação pública na Rua Constantino Marcolino de Souza, em frente ao bairro Pioneiro, para melhorar a segurança e a qualidade de vida dos moradores.",,,,,Pendente de Análise,"O arquivo de transcrição desta sessão (2023-10-17_sessao.txt) começa já em andamento, sem abertura/chamada completa registrada — possível lacuna no início. O texto menciona explicitamente a data de 16 de outubro de 2023, enquanto o arquivo está nomeado como 2023-10-17. Usada a data do texto."
2124-IND-341,Indicação,205,2023,116ª Sessão Ordinária da 18ª Legislatura,2023-10-16,"Teresinha de Lourdes Freitas Regodanso, Rui Domingos da Silva","Solicita, reforçando a indicação nº 28/2021, a construção, aluguel ou aquisição de um prédio para instalação de uma creche municipal do idoso, destinada a famílias que não têm onde deixar o idoso durante o período de trabalho.",,,,,Pendente de Análise,"O arquivo de transcrição desta sessão (2023-10-17_sessao.txt) começa já em andamento, sem abertura/chamada completa registrada — possível lacuna no início. O texto menciona explicitamente a data de 16 de outubro de 2023, enquanto o arquivo está nomeado como 2023-10-17. Usada a data do texto."
2124-IND-342,Indicação,206,2023,116ª Sessão Ordinária da 18ª Legislatura,2023-10-16,Elio Furini Neto,"Solicita a instituição do programa Praça Segura, com instalação de câmeras de videomonitoramento nas praças públicas do município e placas informando sobre o monitoramento, para preservar a segurança da população e do patrimônio municipal.",,,,,Pendente de Análise,"O arquivo de transcrição desta sessão (2023-10-17_sessao.txt) começa já em andamento, sem abertura/chamada completa registrada — possível lacuna no início. O texto menciona explicitamente a data de 16 de outubro de 2023, enquanto o arquivo está nomeado como 2023-10-17. Usada a data do texto."
2124-IND-343,Indicação,207,2023,117ª Sessão Ordinária da 18ª Legislatura,2023-10-23,"Valdir Aparecido de Oliveira, Reinaldo Codognato, Marisa Alves da Silva Costa, Anderson Marcos Viana, Elio Furini Neto, Paulo Sérgio Cordeiro, Rui Domingos da Silva, Sofia Rodrigues dos Santos, Teresinha de Lourdes Freitas Regodanso","Propõe a concessão de reajuste salarial anual de 12% para os servidores públicos municipais do Executivo e Legislativo (exceto agentes políticos), a contar de 1º de janeiro de 2024, e a concessão de ticket alimentação no valor de R$ 900, com base na reposição da inflação prevista (IPCA) e de perdas salariais acumuladas desde a pandemia.",,,,,Pendente de Análise,"Indicação assinada por todos os vereadores da Casa, de autoria do vereador Elio Furini Neto (tradição anual da legislatura, repetida em 2021, 2022 e 2023, próxima ao Dia do Servidor). Há divergência na transcrição quanto ao valor do ticket alimentação: o expediente e o texto integral da indicação mencionam R$ 900, mas na fala do próprio autor mais adiante na sessão ele se refere a 'esse valor de R$100 do ticket'; mantido R$ 900 por constar assim no texto formal lido em plenário. O texto também menciona explicitamente a data de 23 de outubro de 2023 (117ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-24. Usada a data do texto."
2124-IND-344,Indicação,208,2023,117ª Sessão Ordinária da 18ª Legislatura,2023-10-23,Valdir Aparecido de Oliveira,"Solicita a instalação de sistemas de ar-condicionado nos ônibus de transporte escolar, para maior conforto e bem-estar de estudantes e motoristas durante o trajeto.",,,,,Pendente de Análise,"O texto da sessão menciona explicitamente a data de 23 de outubro de 2023 (117ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-24. Usada a data do texto."
2124-IND-345,Indicação,209,2023,117ª Sessão Ordinária da 18ª Legislatura,2023-10-23,Valdir Aparecido de Oliveira,"Solicita melhorias na estrada rural JQL 050, que liga Junqueirópolis ao Rio do Peixe e às cidades de Ribeirão dos Índios e Emilianópolis, com aplicação de cascalho em trechos, aproveitando o período de estiagem para preparar a via antes das chuvas.",,,,,Pendente de Análise,"O texto da sessão menciona explicitamente a data de 23 de outubro de 2023 (117ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-24. Usada a data do texto."
2124-IND-346,Indicação,210,2023,117ª Sessão Ordinária da 18ª Legislatura,2023-10-23,Anderson Marcos Viana,"Solicita, reforçando a indicação nº 054/2022, o aproveitamento da água que jorra da bica no bairro Vila Beatriz, para uso por caminhões-pipa, usinas e o Corpo de Bombeiros de Dracena, preservando a água tratada exclusivamente para consumo humano.",,,,,Pendente de Análise,"O texto da sessão menciona explicitamente a data de 23 de outubro de 2023 (117ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-24. Usada a data do texto."
2124-IND-347,Indicação,211,2023,117ª Sessão Ordinária da 18ª Legislatura,2023-10-23,Anderson Marcos Viana,"Solicita, reforçando a indicação nº 124/2022, a reconstrução do muro que cercava o poço artesiano da Rua Independência, entre a Rua Curitiba e a Avenida Bandeirantes, para evitar uso indevido do local (consumo de drogas, vandalismo, atos libidinosos) e possível contaminação da água consumida pela população.",,,,,Pendente de Análise,"O texto da sessão menciona explicitamente a data de 23 de outubro de 2023 (117ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-24. Usada a data do texto."
2124-IND-348,Indicação,212,2023,117ª Sessão Ordinária da 18ª Legislatura,2023-10-23,Sofia Rodrigues dos Santos,"Solicita a disponibilização de acesso à internet na Casa do Artesanato do município, para permitir a divulgação e comercialização online dos trabalhos das artesãs locais.",,,,,Pendente de Análise,"O texto da sessão menciona explicitamente a data de 23 de outubro de 2023 (117ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-24. Usada a data do texto."
2124-IND-349,Indicação,213,2023,117ª Sessão Ordinária da 18ª Legislatura,2023-10-23,Teresinha de Lourdes Freitas Regodanso,"Solicita a implementação de climatizadores nos pátios dos refeitórios dos Centros Educacionais Infantis (CEIs) do município, para conforto térmico das crianças durante o calor intenso e para viabilizar atividades ao ar livre com mais regularidade.",,,,,Pendente de Análise,"O texto da sessão menciona explicitamente a data de 23 de outubro de 2023 (117ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-24. Usada a data do texto."
2124-REQ-063,Requerimento,042,2023,117ª Sessão Ordinária da 18ª Legislatura,2023-10-23,Elio Furini Neto,"Requer informações sobre o pagamento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras, referente aos meses de setembro e outubro de 2023.",Diretoria de Saúde,Normal,Aprovado,,Pendente,"O texto da sessão menciona explicitamente a data de 23 de outubro de 2023 (117ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-24. Usada a data do texto."
2124-REQ-064,Requerimento,043,2023,117ª Sessão Ordinária da 18ª Legislatura,2023-10-23,Valdir Aparecido de Oliveira,Requer informações sobre o andamento das obras de reconstrução da ponte da estrada que conecta o bairro Segunda Sessão aos municípios de Junqueirópolis e Dracena.,"Diretoria de Planejamento, Obras, Serviços e Manutenção",Normal,Aprovado,,Pendente,"O texto da sessão menciona explicitamente a data de 23 de outubro de 2023 (117ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-24. Usada a data do texto."
2124-REQ-065,Requerimento,044,2023,117ª Sessão Ordinária da 18ª Legislatura,2023-10-23,Anderson Marcos Viana,Requer informações sobre os motivos pelos quais a Prefeitura não formalizou convênio/contrato com a Companhia de Desenvolvimento Habitacional e Urbano (CDHU) para construção de casas populares destinadas à população de baixa renda do município.,"Diretoria Jurídica, Habitação e de Trânsito",Normal,Aprovado,,Pendente,"O texto da sessão menciona explicitamente a data de 23 de outubro de 2023 (117ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-24. Usada a data do texto."
2124-DEN-052,Denúncia,,2023,117ª Sessão Ordinária da 18ª Legislatura,2023-10-23,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou a circulação, nas redes sociais, de um edital falso ('fake news') de concurso público da Prefeitura, reproduzindo timbre, CNPJ e marca d'água oficiais do município, o que gerou pânico e confusão na população; cobrou da administração a apuração do caso e a abertura de boletim de ocorrência.",Diretoria Administrativa,Feita/cobrada pelo vereador,,,Pendente de Verificação,"O texto da sessão menciona explicitamente a data de 23 de outubro de 2023 (117ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-24. Usada a data do texto."
2124-IND-350,Indicação,214,2023,118ª Sessão Ordinária da 18ª Legislatura,2023-10-30,Valdir Aparecido de Oliveira,"Solicita a construção de uma canaleta no cruzamento da Rua Professora Maria Eugênia Regasoli com a Alameda Campos Elísios, no bairro Campo Belo, para direcionar o escoamento de águas pluviais e reduzir riscos de deslizamentos e acidentes de trânsito.",,,,,Pendente de Análise,"O texto da sessão menciona explicitamente a data de 30 de outubro de 2023 (118ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-31. Usada a data do texto."
2124-IND-351,Indicação,215,2023,118ª Sessão Ordinária da 18ª Legislatura,2023-10-30,Reinaldo Codognato,"Solicita a promoção de campeonatos anuais de skate e judô, com a renda gerada revertida para a melhoria da pista de skate e para a Academia de Judô Municipal.",,,,,Pendente de Análise,"O texto da sessão menciona explicitamente a data de 30 de outubro de 2023 (118ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-31. Usada a data do texto."
2124-REQ-066,Requerimento,045,2023,118ª Sessão Ordinária da 18ª Legislatura,2023-10-30,Anderson Marcos Viana,"Requer informações sobre o montante de recursos públicos investidos na ACERUVA 2023 e sobre a destinação de eventuais sobras de valores, conforme estabelecido na Lei Municipal nº 3.610, de 30 de junho de 2023.","Diretoria de Fazenda, Compras, Almoxarifado e Recursos Humanos",Normal,Aprovado,,Pendente,"O texto da sessão menciona explicitamente a data de 30 de outubro de 2023 (118ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-31. Usada a data do texto."
2124-REQ-067,Requerimento,046,2023,118ª Sessão Ordinária da 18ª Legislatura,2023-10-30,Elio Furini Neto,"Requer informações sobre o andamento da instalação de iluminação no complexo esportivo em construção no bairro Vila Beatriz, objeto da indicação nº 101/2023, de autoria dos vereadores Elio Furini Neto e Anderson Marcos Viana.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Normal,Aprovado,,Pendente,"O texto da sessão menciona explicitamente a data de 30 de outubro de 2023 (118ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-31. Usada a data do texto."
2124-DEN-053,Denúncia,,2023,118ª Sessão Ordinária da 18ª Legislatura,2023-10-30,Anderson Marcos Viana,"O vereador Anderson Marcos Viana cobrou explicações sobre reportagem do portal G1 apontando a presença de 27 tipos de agrotóxicos na água distribuída em Junqueirópolis, contrastando com resposta anterior da administração a uma indicação sua de 2021 (nº 193/2021) que classificava a água como adequada; o presidente da Câmara informou que a indicação seria renovada, solicitando nova análise microbiológica, física e química da água.",Diretoria de Saúde,Feita/cobrada pelo vereador,,,Pendente de Verificação,"O texto da sessão menciona explicitamente a data de 30 de outubro de 2023 (118ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-31. Usada a data do texto."
2124-DEN-054,Denúncia,,2023,118ª Sessão Ordinária da 18ª Legislatura,2023-10-30,Anderson Marcos Viana,"O vereador Anderson Marcos Viana relatou que, no incêndio de uma residência ocorrido na sexta-feira anterior, a Defesa Civil não compareceu ao local durante todo o atendimento, apesar da presença de bombeiros, PM e assistência social; criticou o fato de o mesmo secretário de Obras acumular a presidência da Defesa Civil, apontando conflito de interesse em eventuais apurações de falhas relacionadas a obras públicas.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Feita/cobrada pelo vereador,,,Pendente de Verificação,"O texto da sessão menciona explicitamente a data de 30 de outubro de 2023 (118ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-10-31. Usada a data do texto."
2124-IND-352,Indicação,216,2023,119ª Sessão Ordinária da 18ª Legislatura,2023-11-06,"Anderson Marcos Viana, Elio Furini Neto, Marisa Alves da Silva Costa, Paulo Sérgio Cordeiro, Teresinha de Lourdes Freitas Regodanso, Valdir Aparecido de Oliveira","Solicita análise aprofundada do sistema de abastecimento de água do município, após dados de 2022 do Painel do Programa Nacional de Vigilância da Qualidade da Água (Ministério da Saúde) apontarem a presença de 27 agrotóxicos na rede de abastecimento.",,,,,Pendente de Análise,"O arquivo de origem é '2023-11-07_sessao.txt', mas o texto da sessão (lido e repetido em todas as indicações) menciona explicitamente a data de 6 de novembro de 2023 como data da sessão (confirmado também pelo encerramento da sessão anterior, que anunciava a próxima para o dia 6/11). Usei a data do texto."
2124-IND-353,Indicação,217,2023,119ª Sessão Ordinária da 18ª Legislatura,2023-11-06,Anderson Marcos Viana,"Solicita implementação de dispositivos redutores de velocidade em pontos estratégicos da vicinal que liga Junqueirópolis a Dracena, nas proximidades do condomínio Recanto dos Eucaliptus, visando maior segurança viária.",,,,,Pendente de Análise,Mesma observação sobre a data da sessão (texto indica 6/11/2023; arquivo nomeado 2023-11-07).
2124-IND-354,Indicação,218,2023,119ª Sessão Ordinária da 18ª Legislatura,2023-11-06,"Anderson Marcos Viana, Valdir Aparecido de Oliveira","Solicita retomada da divulgação de boletins informativos sobre a evolução dos casos de Covid-19 no município, diante de relatos de aumento na situação.",,,,,Pendente de Análise,Mesma observação sobre a data da sessão (texto indica 6/11/2023; arquivo nomeado 2023-11-07).
2124-REQ-068,Requerimento,047,2023,119ª Sessão Ordinária da 18ª Legislatura,2023-11-07,Anderson Marcos Viana,"Requer o envio de ofício ao prefeito municipal solicitando informações sobre a atual indisponibilidade de pediatras no município, tendo em vista que crianças que necessitam de atendimento estão sendo transferidas para Presidente Prudente.",Diretoria de Saúde,Normal,Aprovado,,Pendente,"O texto da sessão menciona explicitamente a data de 6 de novembro de 2023 (119ª Sessão Ordinária, realizada em 6/11), enquanto o arquivo de transcrição está nomeado como 2023-11-07. Usada a data do texto (6/11)."
2124-IND-355,Indicação,219,2023,120ª Sessão Ordinária da 18ª Legislatura,2023-11-13,Reinaldo Codognato,"Solicita manutenção nas bocas de lobo dos bairros residenciais, com atenção especial ao bairro Figueira, diante da chegada do período chuvoso, para prevenir alagamentos.",,,,,Pendente de Análise,"Arquivo nomeado 2023-11-14, mas o texto (lido em todas as indicações e confirmado pela ata da sessão anterior) indica 13 de novembro de 2023 como data da sessão. Usei a data do texto."
2124-IND-356,Indicação,220,2023,120ª Sessão Ordinária da 18ª Legislatura,2023-11-13,Reinaldo Codognato,"Solicita plantio de árvores frutíferas no bairro Vila Beatriz, no entorno do complexo esportivo Joaquina Porto Clemente.",,,,,Pendente de Análise,Mesma observação sobre a data da sessão (texto indica 13/11/2023; arquivo nomeado 2023-11-14).
2124-IND-357,Indicação,221,2023,120ª Sessão Ordinária da 18ª Legislatura,2023-11-13,Reinaldo Codognato,"Solicita recapeamento de trechos da Rua Rui Barbosa, entre a Rua Porto Alegre e a Avenida Latina, via de intenso tráfego no comércio central da cidade.",,,,,Pendente de Análise,Mesma observação sobre a data da sessão (texto indica 13/11/2023; arquivo nomeado 2023-11-14).
2124-IND-358,Indicação,222,2023,120ª Sessão Ordinária da 18ª Legislatura,2023-11-13,Anderson Marcos Viana,"Solicita levantamento da quantidade de moradias do conjunto habitacional Residencial das Américas (CDHU) que permanecem fechadas, visando identificar problemas de ocupação e utilização.",,,,,Pendente de Análise,Mesma observação sobre a data da sessão (texto indica 13/11/2023; arquivo nomeado 2023-11-14).
2124-IND-359,Indicação,223,2023,120ª Sessão Ordinária da 18ª Legislatura,2023-11-13,Anderson Marcos Viana,"Solicita a remoção da árvore morta e seca no cruzamento das Ruas Recife e Ipiranga (próxima a campo de futebol frequentado por crianças) e de outra árvore no mesmo estado no cruzamento das ruas Rua Gonçalo Walderramos Dearo e Tiradentes, por risco de queda.",,,,,Pendente de Análise,"Mesma observação sobre a data da sessão (texto indica 13/11/2023; arquivo nomeado 2023-11-14). Além disso, o nome de rua 'Gonçalo Walderramos Dearo' soa como possível erro de transcrição, não foi possível confirmar a grafia correta pelo contexto."
2124-IND-360,Indicação,224,2023,120ª Sessão Ordinária da 18ª Legislatura,2023-11-13,"Valdir Aparecido de Oliveira, Reinaldo Codognato, Marisa Alves da Silva Costa, Anderson Marcos Viana, Elio Furini Neto, Paulo Sérgio Cordeiro, Rui Domingos da Silva, Sofia Rodrigues dos Santos, Teresinha de Lourdes Freitas Regodanso","Reforçando as indicações 108/2021 e 148/2022, solicita limpeza das lagoas de tratamento de esgoto do Matadouro e principalmente do Carreiro, devido a questões de saúde pública e mau cheiro que afetam os bairros adjacentes.",,,,,Pendente de Análise,Mesma observação sobre a data da sessão (texto indica 13/11/2023; arquivo nomeado 2023-11-14). Assinada por todos os nove vereadores da legislatura.
2124-IND-361,Indicação,225,2023,120ª Sessão Ordinária da 18ª Legislatura,2023-11-13,Valdir Aparecido de Oliveira,"Solicita poda de árvores na Rua Laércio Sacomani, no bairro Distrito Industrial 2, para prevenir acidentes com queda de galhos e melhorar a iluminação pública.",,,,,Pendente de Análise,Mesma observação sobre a data da sessão (texto indica 13/11/2023; arquivo nomeado 2023-11-14). Nome da rua transcrito de forma inconsistente no texto ('Laércio Sacomani' e 'Laércio Sacomani'); usei a grafia que pareceu mais provável.
2124-REQ-069,Requerimento,048,2023,120ª Sessão Ordinária da 18ª Legislatura,2023-11-14,Anderson Marcos Viana,"Requer o envio de ofício à Companhia de Desenvolvimento Habitacional e Urbano do Estado de São Paulo (CDHU) para que informe se possui convênios ou contratos formalizados com o município destinados à construção de novas casas populares para a população de baixa renda, bem como a data de assinatura do último convênio firmado.",Companhia de Desenvolvimento Habitacional e Urbano do Estado de São Paulo (CDHU),Normal,Aprovado,235/2023,Respondido de forma insatisfatória,"O ofício 235/2023, lido na própria sessão de 13/11/2023, respondeu informando sobre a solicitação à Secretaria de Habitação em 2021 e o loteamento Ville Liberta (Minha Casa Minha Vida). Na sessão seguinte (121ª, 21/11/2023) o vereador Anderson Marcos Viana reclamou explicitamente que a resposta 'não tem nada a ver' com o que foi perguntado (convênio CDHU para casas populares, distinto do programa Minha Casa Minha Vida). O texto da sessão menciona a data de 13/11/2023 (120ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-11-14. Usada a data do texto."
2124-REQ-070,Requerimento,049,2023,120ª Sessão Ordinária da 18ª Legislatura,2023-11-14,"Elio Furini Neto, Anderson Marcos Viana, Valdir Aparecido de Oliveira","Requer o envio de ofício ao prefeito municipal solicitando esclarecimentos sobre os motivos que levaram à realização de novo recapeamento asfáltico na Avenida Junqueira, considerando que a via havia passado por esse processo recentemente.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Normal,Aprovado,,Pendente,"O texto da sessão menciona a data de 13/11/2023 (120ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-11-14. Usada a data do texto."
2124-IND-362,Indicação,226,2023,121ª Sessão Ordinária da 18ª Legislatura,2023-11-21,"Anderson Marcos Viana, Elio Furini Neto, Paulo Sérgio Cordeiro, Marisa Alves da Silva Costa, Teresinha de Lourdes Freitas Regodanso","Solicita flexibilização do horário de trabalho de trabalhadores expostos a longos períodos de sol (agentes comunitários de saúde, braçais, encanadores, serviços gerais), diante do calor intenso (até 40°C) e do risco à saúde, incluindo câncer de pele.",,,,,Pendente de Análise,"Arquivo nomeado 2023-11-22, mas o texto indica 21 de novembro de 2023 como data da sessão. Usei a data do texto."
2124-IND-363,Indicação,227,2023,121ª Sessão Ordinária da 18ª Legislatura,2023-11-21,Anderson Marcos Viana,"Solicita redução da distância mínima para acesso ao transporte escolar de 1.500 metros para 1.200 metros, considerando a exposição de crianças à chuva e ao calor extremo no trajeto a pé.",,,,,Pendente de Análise,Mesma observação sobre a data da sessão (texto indica 21/11/2023; arquivo nomeado 2023-11-22).
2124-IND-364,Indicação,228,2023,121ª Sessão Ordinária da 18ª Legislatura,2023-11-21,Anderson Marcos Viana,"Solicita continuidade do projeto de ampliação do Centro Educacional Infantil (CEI) do Cristo Redentor, diante do aumento da demanda por vagas na região.",,,,,Pendente de Análise,Mesma observação sobre a data da sessão (texto indica 21/11/2023; arquivo nomeado 2023-11-22).
2124-IND-365,Indicação,229,2023,121ª Sessão Ordinária da 18ª Legislatura,2023-11-21,Anderson Marcos Viana,"Solicita implementação de faixas de pedestres nos cruzamentos da Rua Bandeirantes com a Rua Sebastiana de Oliveira e da Rua Curitiba com a Rua Sebastiana de Oliveira, devido ao intenso fluxo de veículos.",,,,,Pendente de Análise,Mesma observação sobre a data da sessão (texto indica 21/11/2023; arquivo nomeado 2023-11-22).
2124-IND-366,Indicação,230,2023,121ª Sessão Ordinária da 18ª Legislatura,2023-11-21,Valdir Aparecido de Oliveira,"Solicita poda de árvores nos canteiros centrais da Avenida 7 de Setembro (galhos obstruindo a visibilidade dos motoristas) e substituição das lâmpadas dos postes por tecnologia LED, visando segurança viária e embelezamento no período natalino.",,,,,Pendente de Análise,Mesma observação sobre a data da sessão (texto indica 21/11/2023; arquivo nomeado 2023-11-22).
2124-REQ-071,Requerimento,050,2023,121ª Sessão Ordinária da 18ª Legislatura,2023-11-22,Anderson Marcos Viana,"Requer o envio de ofício ao prefeito municipal solicitando esclarecimento sobre o destino das pedras portuguesas removidas da Praça Central Álvaro de Oliveira Junqueira durante sua reforma, que estavam armazenadas nas proximidades do campinho do bairro Duas Barras até o final de 2022 e desapareceram até 1º de julho de 2023.","Diretoria de Planejamento, Obras, Serviços e Manutenção",Normal,Aprovado,264/2023,Respondido de forma insatisfatória,"O ofício 264/2023 (lido na sessão de 11/12/2023, referente ao ofício da Câmara nº 185/2023) informou apenas que 'as pedras foram retiradas pela gestão anterior' e que o setor 'não conhece' o assunto, sem informar o destino/paradeiro. O vereador Anderson Marcos Viana classificou a resposta como insuficiente e insistiu no pedido nas sessões seguintes, chegando a mencionar a possibilidade de impetrar mandado de segurança. Ver também denúncia relacionada no arquivo de denúncias. O texto da sessão menciona a data de 21/11/2023 (121ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-11-22. Usada a data do texto."
2124-REQ-072,Requerimento,051,2023,121ª Sessão Ordinária da 18ª Legislatura,2023-11-22,Anderson Marcos Viana,"Requer o envio de ofício à Diretoria de Ensino - Região de Adamantina solicitando informações sobre a viabilidade de providenciar a aquisição de ar-condicionado, a manutenção dos equipamentos já instalados nas unidades de ensino, bem como a manutenção dos ventiladores da Escola Estadual Escola Profº Idene Rodrigues dos Santos.",Diretoria de Ensino - Região de Adamantina (órgão estadual),Normal,Aprovado,,Pendente,"O texto da sessão menciona a data de 21/11/2023 (121ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-11-22. Usada a data do texto."
2124-IND-367,Indicação,231,2023,122ª Sessão Ordinária da 18ª Legislatura,2023-11-27,Valdir Aparecido de Oliveira,"Solicita poda dos eucaliptos remanescentes na área verde do bairro Pioneiros (ruas Hermínio Grespan e Antônio Cabreira Reis), que apresentam risco às residências vizinhas em temporais e ventanias.",,,,,Pendente de Análise,"Arquivo nomeado 2023-11-28, mas o texto indica 27 de novembro de 2023 como data da sessão. Usei a data do texto."
2124-IND-368,Indicação,232,2023,122ª Sessão Ordinária da 18ª Legislatura,2023-11-27,Valdir Aparecido de Oliveira,"Solicita instalação de uma farmácia no pronto-socorro municipal, para disponibilizar prontamente medicamentos aos pacientes atendidos no local.",,,,,Pendente de Análise,Mesma observação sobre a data da sessão (texto indica 27/11/2023; arquivo nomeado 2023-11-28).
2124-IND-369,Indicação,233,2023,122ª Sessão Ordinária da 18ª Legislatura,2023-11-27,Valdir Aparecido de Oliveira,"Solicita replanejamento dos locais de espera para pacientes que viajam a outras cidades para tratamento médico, aproveitando os pontos de ônibus já existentes no município para reduzir os deslocamentos.",,,,,Pendente de Análise,Mesma observação sobre a data da sessão (texto indica 27/11/2023; arquivo nomeado 2023-11-28).
2124-IND-370,Indicação,234,2023,122ª Sessão Ordinária da 18ª Legislatura,2023-11-27,Rui Domingos da Silva,"Solicita inclusão de mais um médico no pronto-socorro municipal nos horários de maior demanda, para reduzir o tempo de espera dos pacientes.",,,,,Pendente de Análise,Mesma observação sobre a data da sessão (texto indica 27/11/2023; arquivo nomeado 2023-11-28).
2124-REQ-073,Requerimento,052,2023,122ª Sessão Ordinária da 18ª Legislatura,2023-11-28,Paulo Sérgio Cordeiro,"Requer o envio de ofício ao prefeito municipal solicitando complementação das informações fornecidas no requerimento nº 32/2023, especificamente sobre o conteúdo e os custos do outdoor situado no cruzamento das avenidas 7 de Setembro/Geraldo Fudo e do outdoor localizado no Distrito Industrial 4, além de informações sobre os carros de som que circulam pela cidade anunciando serviços da Prefeitura, incluindo custos e período de veiculação.",Diretoria Administrativa,Normal,Aprovado,,Pendente,"O texto da sessão menciona a data de 27/11/2023 (122ª Sessão Ordinária), enquanto o arquivo está nomeado como 2023-11-28. Usada a data do texto. Trata-se de complemento ao requerimento nº 32/2023 (não incluído neste lote)."
